followers_count,friends_count,statuses_count
5040,5132,37616
10,11,9
24,286,3213
69,169,1246
77,855,7194
405,1064,9560
1083,1121,17870
16,239,486
1805,1025,5074
1993,1879,64739
5,47,616
52,65,89
359,341,2136
2570,1021,118393
1801,4555,24833
74,340,864
123,630,7087
520,359,23642
2242,626,31757
656,1420,9023
680,576,20747
1215,550,18463
176,220,17021
92,754,4668
310,452,5818
225,633,2919
860,614,31337
24,74,833
232,294,3369
37,252,7213
803,2092,2260
426,177,67396
656,581,77188
321,390,233266
896,1485,16957
546,315,23775
224,582,16755
2252,1526,61414
977,358,67941
239,259,9830
2000,2820,138043
321,492,6642
66,511,822
182,226,15183
31,92,1943
6453,4330,157605
12959,11585,335435
85,217,3915
25,876,110014
695,652,21171
1375,1511,76481
1323,357,2381
147,390,3195
6762,34,5875
363,20,34781
319,351,7339
9,35,30
289,1286,2286
2196,1551,14303
550,77,9930
1593,3198,231543
1923,2460,7490
363,20,34781
1,44,85
22,159,371
2715,4955,42491
105,591,2603
158,231,10964
1575,1424,11455
123,123,652
7484,8226,54213
16,69,28
879,870,58631
36,202,154
303,151,16148
9,87,76
198,426,5081
3697,3399,3883
221,1346,9353
480,837,5396
11,12,113
46,442,2299
6105,6705,69413
52,209,1749
541,563,16736
130761,772,42652
674,439,11546
1391,711,56559
1378,4999,43223
2151,2203,2856
689,330,57458
1671,148,37974
7,57,1293
200,1447,393
467,1327,3568
15743,15884,158206
838,1239,2317
105,164,11123
15048,248,51981
499,563,28424
2743,125,19001
46480,2565,14891
138,333,42537
2,42,814
51,206,2472
129,428,43261
89,124,266
875,598,63298
5302,1323,26904
292,864,7195
33,96,1065
25,494,3322
2176,781,66612
2516,2513,128791
82,233,5540
25,142,279
0,0,1
15,162,212
502,384,12427
1742,1495,64855
9001,9105,13846
18993,18831,359678
30,96,573
324,364,1091
520,359,23642
23305,646,79769
784,389,15792
12394,11490,230191
92,105,172
1056,790,79341
2751,2375,237836
5302,1323,26904
1069,1082,37232
216,274,5951
2917,3087,128038
71,190,5385
5342,110,949
1379,947,29169
18,146,485
21,44,4503
446,881,6614
473,723,4519
5697,6138,293258
364,737,7867
572,1342,923
414,1032,5470
636,647,18371
94,228,65052
355,1231,14097
115,769,19950
265,278,12865
19,12,739
395,1232,4468
45040,6802,5602
2049,3870,31076
36,508,969
5,109,241
427,460,12600
228,684,47442
361,1019,317886
379,185,11276
376,1528,1245
141,436,6968
65,70,17303
1852,529,6128
8,47,296
110,385,696
733,233,3848
315,371,5571
196,157,598
637,445,3783
150,565,280
672,1016,11058
933,1029,17581
22229,20953,501258
232,1844,1785
100,397,9642
3258,3043,141726
299,362,19543
1554,705,25621
31,19,83250
339,589,101775
34587,24454,95723
42,58,742
4347,2319,136149
125,491,2881
651,409,31401
23234,11697,24138
17,98,40
5302,1323,26904
4127,4987,301462
380,308,13024
2493,5001,104347
1847,3580,6570
378,382,6843
779,967,5775
3480,4987,16904
1514,1664,16193
53,523,1744
2472,4487,127154
189,319,4538
1466,4994,77926
325,64,24762
18,26,1047
1188,1434,77529
47,277,443
498,460,13112
20,819,489
5505,5561,48244
117,1126,1778
4225,4657,16336
22,51,2392
247,254,20762
9,0,86473
610,1030,9796
1905,2417,22725
1183,2960,53760
104,646,14699
213,271,16978
42223,45494,139037
931,716,88469
206,217,9119
222,800,4921
276,216,1364
1746,192,1487
41,2,15578
438,2078,3582
1772,1755,12078
207,184,15675
36,305,1887
14,75,504
639,435,37038
21,37,920
18,60,1836
7628,7525,126865
4428,4544,67943
28,415,19
3558,747,71720
134,144,5400
559,1477,1779
1006,446,17720
816,742,4752
649,609,31893
3526,3547,17451
1087,1731,3785
9,144,137
76,278,7236
1379,947,29169
523,210,24190
278,294,3307
1577,1698,3238
307,504,4038
460,1129,14288
41,155,1016
275,394,35780
453,917,6399
20503,8239,25071
69,172,2708
195,464,10434
39,187,110
2396,1915,79930
234,339,2301
523,516,36163
74,524,1303
1396,1032,25293
5,223,484
241,1360,5719
101,392,2689
1689,1447,33863
371,100,34733
596,779,15175
7,201,556
2549,2796,30853
2928,2655,34084
225,343,8233
101,1072,23164
1995,1903,1714
876,1543,19014
3529,4465,159912
13,99,567
984,300,67641
1304,1283,43095
491,485,128732
55,140,372
371,329,1488
762,677,7594
2202,4116,118405
56,226,16342
520,359,23642
3092,3530,12165
326,270,47320
56,215,22348
7169,7847,306073
235,252,12965
74,222,2792
159,1309,1567
43291,1150,41745
67,417,851
640,463,21623
121,111,36867
177,97,4702
37,81,668
6832,7514,22466
407,115,54646
794,669,2580
50,354,1586
833,592,953
20,113,557
184,130,3621
23,183,670
152,1903,1400
3531,3421,133631
192,54,6338
15682,17114,110678
5090,5461,5911
52,129,1555
199,161,1224
829,944,85720
334,1040,17067
224,736,4328
452,231,4736
388,265,3907
2160,2436,134161
23,119,809
2910,155,2546
716,686,75374
715,291,5328
34056,37466,332218
278,79,18127
844,603,19187
4959,1802,35444
188,140,37498
1781,4617,34993
2109,1005,33325
57,64,1130
75,325,7878
209,193,21181
5455,5944,375376
123,232,5895
226,461,338
487,325,93584
803,289,3015
1469,1553,8341
577,517,4888
214,336,11057
6862,7278,44810
1286,648,21263
1200,45,3420
121,352,15199
7423,8146,37245
12,246,494
191,993,1046
2967,2930,72578
7169,7847,306073
2,51,23
1849,2566,8810
453,2609,12451
314,2046,22204
4,110,322
634,1247,12581
882,943,20356
133,167,12630
354,715,8727
68,32,739
235,406,1267
1325,1278,19739
924,853,22189
200,226,786
22313,23616,18573
101,199,8000
1125,1022,55781
68,228,2646
11986,12092,261503
2,6,10
10315,870,21556
2451,746,28699
162,33,10873
1041,651,26851
32,84,513
178,301,7247
477,373,10769
18,50,280
2,0,12605
11,54,4421
3009,3583,18659
561,1028,4115
5281,5702,174260
150,88,9695
78,94,3666
188,2443,4529
22,142,3400
1720,1571,104297
2,10,204
908,1627,8534
2003,2354,11171
89,288,7365
622,993,8078
1252,1244,113965
71,261,4988
988,2044,5727
14681,14666,100834
37,80,5371
1791,857,676224
435,613,26550
1,20,145
1734,377,42545
553,466,15943
2725,2730,30083
42,420,1493
520,359,23642
81,151,336
503,1237,49324
711,1020,2154
2159,2572,34745
292,696,42485
4573,1001,6292
524,332,101677
128386,72297,219183
124,479,1482
196,142,550
2176,2215,5482
50,52,213
958,943,59796
8843,9647,22823
1471,953,43028
5611,265,9153
151,99,13260
0,11,1
27,171,1488
805,730,8876
1797,1263,65628
325,576,1472
87,149,1953
18,44,928
1017,835,39382
4,3,541
148,1406,30219
299,892,20519
1,73,95
16615,66,150801
312,330,11038
7899,8180,160177
1914,4102,17058
164,836,17557
1921,1006,14357
37,96,3233
16,169,80
178,546,10483
3029,5003,22982
338,455,83121
2487,1367,204051
47448,45553,153953
1145,857,1962
155,1905,10733
18,99,10236
11687,3566,13660
133,893,2112
0,51,9884
800,1359,14388
39,57,566
14029,15408,183245
7,52,1491
277,1750,82215
3328,2089,13966
13,182,41
4589,5055,91607
105,2155,8815
2182,1897,10769
565,468,17672
136,64,5239
20052,17857,625677
678,660,9449
53,130,1919
227,84,17768
533,200,5722
49305,32293,35927
10125,10890,128600
186,190,2388
49,52,4466
2875,4818,463403
517,181,25648
2,2,1004
425,802,46215
19497,10892,95426
1713,1258,11598
10,54,85
38,104,5661
147,144,3614
2532,4279,7336
164,281,2666
9634,755,18946
61,223,6197
199,415,5215
1,159,20
174,1102,14172
465,433,2420
353,936,80360
4895,4711,103088
3731,3399,537347
510,496,29222
92,103,720
134,1655,2579
232,169,17496
436,659,45631
4347,2319,136156
5,5,243
69,150,471
167,2779,9482
5646,3764,12553
14120,429,32689
55,376,2082
328,837,7037
2563,2569,11580
1411,1021,13131
715,184,101451
2,28,428
228,535,15666
66857,39676,383550
284,120,36490
589,687,794
138,683,4626
7295,1232,88624
124,366,655
158,274,2845
3543,3545,14408
178,457,818
1130,844,13049
142,532,1814
372,335,654
1849,745,4409
2039,1627,68960
309,143,10778
1935,2142,6563
845,72,22157
58,225,15515
347,1783,19719
0,0,3
9690,10365,40042
67,88,345
4,28,42
433,1142,3493
22,227,2016
1373,1587,76608
4868,1432,5028
1990,1475,272778
8223,8337,87111
1409,1539,10170
5133,1260,136952
65,273,17818
1025,1554,114233
6442,1613,30232
200,502,44410
113,214,2765
6742,3197,21830
133,178,3705
112,238,1757
5886,5845,104323
518,173,3736
8088,8830,5512
1018,823,11960
1391,2398,91463
9266,4274,16748
163,432,2545
1790,2309,20757
1373,0,168230
10,21,30
153,238,6492
90,142,2731
566,51,15777
5087,5590,177206
231,224,18421
699,507,5869
3106,2775,579229
3241,3758,1301
1138,1202,33614
161,136,2468
16,88,235
683,729,18772
1346,893,1085
836,211,2115
2995,221,3285
312,337,11855
28,208,1335
582,887,27367
1053,446,37712
3124,557,31231
291,3,128533
25073,6140,216160
1068,962,1767
25,125,835
14079,14055,366947
5739,4091,228620
97,202,2182
49,89,1234
43,106,1950
4719,4780,16499
1649,2454,144167
29,141,671
110,291,1499
18095,338,56772
1277,557,90551
993,2203,14353
847,725,46611
1032,1519,20323
269,1990,9439
1255,1839,26015
0,24,42
582,1794,8363
238,201,2996
4776,4975,77506
421,372,15868
244,764,5651
8,97,789
26,6,330031
432,228,149839
12,59,216
847,490,34663
1,38,156
11,41,446
354,230,31955
8321,6349,15799
382,499,896
178,230,6522
11,97,95
463,80,44349
909,2970,5766
160,161,34576
468,568,4630
1245,858,6233
215,1,37871
6823,7085,111338
415,196,85758
1190,1199,15180
11,134,196
1667,1657,20173
7222,7301,7489
1,10,11
155,181,73155
1573,980,21864
33,239,5416
52,145,674
4263,3,90312
17998,4664,254392
1540,4784,2941
373,706,1273
506,770,10823
558,965,32888
13,102,313
5535,3631,237342
111,340,5141
315,446,888
267,676,45281
371,317,22003
148,129,7953
1481,1850,29118
65,22,9929
322,1420,3785
274,1177,4177
488,465,3691
26478,993,256001
245,940,5027
11,59,121
5120,5583,146338
205,723,5391
22993,387,9508
721,1531,4119
0,26,7
1144,1055,187854
772,435,8711
6525,6682,40491
619,1018,18338
13,89,212
37,134,3267
780,1593,41474
1252,408,15270
65,94,2244
293,368,4534
7,96,209
37,17,4877
110,90,1505
6222,5583,12170
5303,5318,4762
364,544,2589
250,716,3531
213684,1723,5383
495,1244,6642
64,116,1564
408,307,18026
13,319,30055
328,259,650
237,3699,840
2243,3215,171796
770,2142,14970
150,1162,5432
43,187,3959
103,346,18150
1022,1287,25189
1047,620,41885
725,294,11624
568,2528,3735
10,117,55667
7,3,515
223,28,59125
795,617,2145
3,161,139
112,486,6085
55,262,1016
96,64,11456
159,101,10302
3787,478,25704
9149,9515,64931
1203,488,1665
67,282,38459
21,195,778
4,5,34
10564,1451,72300
804,853,97989
64,70,1705
4380,4999,209846
2074,548,17594
138,287,3931
181,97,1031
99,535,969
517,287,11955
23,49,382
0,11,51
1143,829,6112
476,283,16492
1176,418,13930
342,508,6647
336,294,99391
389,395,30601
1470,1630,41985
840,590,73461
363,432,10709
225,227,1278
4478,3403,32297
35,54,906
336,275,5751
10226,11220,107134
150,168,3820
2034,379,7633
594,900,39948
255,147,18700
639,3007,44043
119,269,966
340,263,6139
3106,3912,1723
53,48,671
1790,2951,204651
1538,2589,3973
7226,7921,29579
1867,2588,2066
59,424,3026
355,1455,6380
27,79,112
1606,235,94060
318,191,19060
570,233,140171
4801,5286,68346
1482,1250,36181
361,717,30274
0,81,1903
532,581,3652
499,563,28424
908,339,33793
1281,613,56914
495,471,11411
147,296,3250
7814,8594,11489
2344,347,45501
400,360,21590
164,343,1936
2467,4998,68567
531,693,39431
2642,374,57200
327,254,1854
202,173,2103
6,6,75
6026,5119,178732
418,601,38797
49,468,3722
284,742,248
788,5001,4120
199,339,24814
0,17,575
1165,186,31704
223,369,11639
4881,2226,50981
226,300,4352
2693,794,28323
258,541,54813
1176,1002,9727
301,1160,32031
2462,2291,21027
1791,857,676225
780,1593,41474
38,231,1474
3106,2775,579229
1590,3263,604
1005,630,27287
478,2396,31212
585,1656,7850
135,218,959
1180,1518,30176
279,833,16536
6,28,80
242,344,14317
205,161,4443
1443,250,81278
6,54,1661
148,312,10268
94,186,18369
1124,1282,70353
314,660,571
72,286,12984
4,96,4456
12547,13795,134254
2347,1368,6410
5249,636,10920
99,195,502
4712,4714,41992
670,656,3299
1434,1308,60093
165,496,6208
25,201,11341
417,118,41584
612,310,10172
3038,3995,702
167,482,1105
149,91,766
114,164,6233
35,357,1615
5038,907,6534
3891,4997,71197
705,2011,4090
742,732,18713
4347,2319,136158
473,1790,28433
2689,2437,35109
198,265,1374
2953,2778,119938
12,67,351
408,436,3835
1190,1199,15180
373,812,446
35,90,30306
0,26,15
39,39,174
103,360,13676
44,133,4647
95,358,22691
1246,3815,5904
952,358,49010
1116,1117,3272
15,53,2013
139,752,5805
3626,4813,282448
126,385,75145
756,804,114626
773,621,65388
1742,1389,3863
45,62,436
11061,11783,84365
208,221,21588
1,8,63
232,1100,10705
161,106,3791
116,251,1052
128,260,6457
566,764,27733
6582,6768,71538
57,803,723
4952,3613,176103
231,367,3524
873,871,58631
75,164,5828
323,610,6413
1682,1340,18175
2501,3673,12069
5274,5790,5892
10463,10782,91301
49,151,9620
276,652,1441
1171,1071,63557
221,1346,9353
1252,1076,32696
1680,1316,69222
833,1170,26468
1446,1,52632
1991,1654,63750
1,37,11
842,771,11898
27,189,154
1,21,29
3164,2527,300376
2857,2475,55097
70,62,1722
894,684,29074
415,569,25490
808,716,26073
5209,5632,28588
62371,50736,556366
4166,4813,24498
46068,7559,167222
1909,3219,11603
148,131,4593
18,53,791
1170,4314,16913
69,71,1916
1290,1061,47720
60,239,3654
1804,1381,12110
240,537,21524
908,809,10648
1086,944,17552
602,723,33021
407,516,14037
1058,1234,12379
1013,2116,10067
996,955,6439
391,783,4262
468,568,4630
829,56,1867
26,180,370
345,238,1458
70,72,8516
473,132,50279
1484,542,154214
133,119,19798
45,212,3469
255,437,7454
1420,54,3255
51,214,353
740,911,75061
64,257,28484
68,268,3161
2292,2635,44923
473,346,17616
190,193,366
495,1666,291
42,120,789
349,535,1620
23741,21903,29746
46,146,1983
141,87,5388
1188,746,67186
2926,1408,140835
620,830,4570
161,256,15697
6,10,20
1572,3469,111052
46,101,17833
336,206,40791
745,755,2996
367,1012,37127
84,272,228
961,1239,94387
566,764,27733
16,45,2504
1,13,1097
91,131,3725
561,971,7745
181,148,39043
206,177,3234
207,714,18904
12022,4385,88089
767,237,1939
185,223,35624
754,3223,8782
50,12,576
65,80,4722
136,675,5457
4968,2398,33052
314,379,8782
18,42,466
153,366,36461
64,384,29262
5611,265,9153
6482,4161,29047
700,2020,26822
1675,1046,20918
2,64,76
491,914,1901
4156,4719,32922
7225,7022,91360
41,826,629
357,612,15298
55,48,12918
745,1080,18922
439,534,8920
3,16,212
785,787,5970
92,457,1013
3570,1879,307344
71,187,30385
134,320,36274
1279,2048,3331
456,425,14522
269,146,34661
96,789,5300
345,1383,5894
2506,2655,15511
6745,5397,16826
52,351,5997
45,591,3723
114,918,41927
12023,35,142419
211,183,21034
5,13,142
2933,2250,18456
514,517,109
521,1573,11061
18,336,505
1258,2744,4975
6717,7380,68958
1909,2447,31781
1289,5002,135376
905,2693,10870
739,264,5190
104,669,5138
802,271,1154
132,402,2192
1618,699,141640
110,89,13362
66857,39676,383551
1948,4973,471170
1531,591,728797
1052,1035,155828
1645,1718,137040
18,49,556
19411,18235,29460
367,560,4722
165,496,6208
2084,2793,22107
504,650,39482
172,477,13999
220,1899,1133
7395,302,55035
5445,5097,407406
244,329,1121
66,374,2601
23306,646,79769
37,135,613
5807,220,6054
3468,4080,21979
36,291,3101
10618,10890,47942
1657,675,52540
662,1030,36857
15669,16034,12893
135,299,14035
78455,352,69140
318,811,7365
289,381,154386
877,3289,76660
135,218,891
355,1231,14097
84,92,10127
812,2034,4385
795,1436,50528
449,1425,58348
2994,788,280779
231,921,20736
21,107,122
58,100,1991
666,1004,48857
68,549,2719
1650,1821,2196
348,185,22768
4260,558,35889
334,736,6058
4162,4038,96911
93,261,7692
55,71,1350
552,849,20957
1008,862,49053
12563,13787,74056
49,579,1059
524,267,39660
2378,918,23287
194,174,6072
3880,4348,17999
136,125,8689
232,251,320
3054,4052,17500
79,316,3685
283,542,1393
141,546,10865
53,95,1263
106938,1139,132203
6995,5652,344556
106,299,1283
1204,0,3381
661,392,97353
68,78,5047
100,294,4202
353,936,80360
563,272,99411
106,109,10453
877,1018,145
246,587,60576
11986,12092,261505
867,640,52842
3547,4967,23212
2940,1187,78898
50,97,57
712,708,20061
1331,1010,38933
701,213,214555
24,97,2976
618,871,32979
2,92,26
8463,8048,124311
5249,4616,183119
14884,14988,131928
2410,2289,11235
644,129,37221
255,147,18700
9144,7834,24204
55,181,1918
87,200,14259
1464,1461,5011
2181,981,68
185,411,30660
164,23,4164
90,391,7683
152,222,10208
171,173,381
643,608,23
371,1325,9505
169,1012,12394
5059,460,12394
862,480,231576
77,255,14173
9,75,322
259,509,108638
247,615,4163
186,342,3884
1354,1269,199193
150,900,1328
3543,3545,14408
1275,5001,23941
8,111,182
624,363,10622
2343,2828,5046
152,224,1112
59,306,1348
247,723,2964
878,1405,22366
509,1635,2434
400,253,172554
298,664,3035
445,130,36861
171787,731,38136
3633,5000,653667
50,139,625
2133,258,42393
48,254,40041
296,348,6537
9401,321,101536
27221,499,290691
405,613,1447
97,181,2597
62,137,807
1615,1472,15750
404,1901,4926
296,314,1228
407,745,46305
3418,4229,217831
2044,1182,5214
1204,1658,10564
1063,1834,22295
89,51,108
597,508,23000
2591,568,9389
375,195,3220
448,168,28207
168,209,25780
1332,1630,16096
3664,3621,5897
572,927,3031
6085,424,38041
645,576,3220
187,217,518
18,324,553
4412,4073,2064187
14,76,3376
170,810,3673
758,1799,35167
66,289,1363
1691,4654,85536
967,813,18506
1122,970,66552
448,1026,6497
212,558,10608
3099,4068,584939
352,251,11788
544,1529,3137
2509,412,20978
3758,1419,256990
2,40,187
48,332,4533
1659,300,23625
562,359,11358
1881,1687,5624
517,813,9275
19888,19674,98018
95,98,15806
88,698,5716
396,1129,5187
8602,9504,22407
157,184,19119
355,745,10755
242,375,5368
50,679,842
186,75,20051
71,428,584
53,485,1103
1603,1878,2252
291,850,31525
6090,6226,10692
721,463,13528
7095,7521,1065472
383,555,73859
664,427,79261
363,468,19486
521,462,12934
375,1049,23964
4347,2319,136160
291,881,31855
201,237,3829
6556,6846,302333
38579,39202,307282
507,671,15277
3469,3473,7622
9241,2891,28311
9000,9105,13846
212,253,621
1257,1161,35115
1563,2449,29760
1543,1626,58618
754,909,27346
264,134,7829
4050,3370,161719
674,439,11550
1648,1476,61587
710,1573,84210
74,330,724
1724,943,8497
20788,6180,119298
1522,326,23540
1164,619,48140
165,127,680
90,303,5699
1176,1402,12057
533,901,2629
6286,5815,75698
31,123,66
385,638,11552
102,109,1493
89,155,15747
164,423,456
323,283,6834
127,131,7135
840,919,9235
172,477,14000
5842,5950,75509
91,268,12539
22336,24546,67453
43,87,23
12,426,4278
395,363,944
1068,148,42894
208,347,619
15397,7188,70344
275,246,4391
90,212,3470
71,615,3654
2458,699,527
7,21,6410
4568,709,25900
615,1113,6822
1692,2619,120303
64,50,315
2423,2723,11783
38249,777,121948
288,382,22368
502,918,1931
3275,697,228741
40,30,154
20,293,42
42,129,1506
120,381,16036
5612,265,9153
285,989,29343
320,165,2140
171,348,43056
3305,4984,250134
861,2236,14076
1023,196,256680
1221,682,9834
25,309,2104
2434,2355,21232
244570,1691,204374
186,76,1002
2493,2720,5791
133,1840,2678
166,65,2738
43,48,30
566,610,7760
17413,405,1957
245,336,8640
463,302,21072
1186,824,114236
116,520,1244
1622,116,1352
6837,7056,46589
4120,4988,108814
5043,3493,116106
340,761,24670
1403,1256,2426
565,565,12351
5115,5597,108208
7138,7722,69103
59,389,5995
15,100,2852
181,140,11456
16,120,211
56,171,376
2126,602,281528
9686,10430,195847
443,643,5995
17,36,141
1454,687,9085
894,749,85559
1744,1481,27282
8812,194,29960
225,353,32740
68,686,4180
16,163,223
197,193,3683
3612,4911,41910
104,646,14701
23,358,921
1756,755,85849
253,216,18117
469,714,16566
2,35,45
547,2075,4226
34,331,3051
22229,20953,501258
1067,357,28746
34,125,10557
373,319,31727
4589,5055,91607
1298,1094,29818
577,513,76919
671,34,322782
356,647,402
349,495,34300
395,409,16223
6045,2830,39789
334,572,12496
2977,542,7890
237,289,106052
1652,2005,27664
62,82,498
447,2248,14057
67,852,2528
125683,28,1216425
9324,4114,690
22,104,899
73,801,1423
314,304,23728
149,1031,3812
285,1229,1588
7,28,101
28,286,2962
959,1146,6554
143,212,30923
99,475,4446
1516,1130,41588
243,192,1269
2392,1692,85354
339,969,6135
237,256,1840
690,2068,52044
2695,4565,20434
232,129,5948
239,394,1047
118,307,1566
468,929,19257
1280,856,13935
274,592,22372
686,1164,66808
1731,1728,3105
118,208,51716
1313,2165,15943
209,247,7829
17,229,676
12,73,241
256,550,9558
102,160,10347
1934,4840,25903
150,139,10754
57,86,426
4,65,444
627,3160,48613
28,297,708
39,198,3531
929,867,30810
3236,4988,94289
282,1057,2122
12,67,1125
163,138,16059
341,1542,13536
244,243,2849
326,461,2215
288,643,16474
795,337,45956
1790,2951,204651
3080,3716,38691
623,768,54464
514,561,11971
26,1623,938
175,576,10973
3946,5001,233032
521,1045,15382
95,40,1033
13,93,11
188,2443,4529
366,1780,42352
4428,497,93679
4109,454,45108
1061,1040,30564
162,152,17668
145,831,1562
3377,2729,57884
6456,1406,23903
20774,21225,276066
157,589,5472
17,238,92
195,814,12661
373,553,11723
584,312,7832
1562,2113,8454
572,814,19842
2057,2018,36416
13782,837,93454
55,131,218
90,224,35360
9340,13034,165490
136,402,1109
2455,407,52116
942,700,20544
1084,2047,24296
132,516,120
3275,4097,18320
186,237,2930
8051,7008,28941
412,70,3207
1030,1358,933
33,140,88
1044,1854,16942
13022,11210,50199
52867,50269,266047
114,219,322
19,152,2070
999,639,55721
394,560,8553
556,375,4767
725,1103,27904
6311,6900,358946
931,913,197215
664,1348,7796
13,87,664
4037,4102,176569
23,301,565
177,213,3585
209,397,2872
3734,5000,94325
777,546,16255
1598,2118,38305
749,375,21019
179,324,5221
1200,813,22931
400,601,7008
1472,872,99492
269,223,11307
168,400,165128
147,172,17108
289,1782,5292
231,976,3554
513,147,561
161,276,80519
120,390,2093
16012,15413,133306
6000,6599,50152
2544,3379,9224
5745,5677,11578
87,267,6844
1173,74,292
188,76,6223
219,289,3725
680,119,6712
118,500,12535
2346,2659,31113
2247,2315,64623
417,1604,63509
2681,4900,15840
1144,25,327
578,298,10679
2026,687,14100
663,611,7483
267,0,47406
2927,4997,115274
7423,8158,133012
56,1,2337
1982,2392,64386
1670,1980,7531
573,1641,17716
114,197,18741
27,99,188
2903,2889,132099
172,439,15780
180,617,5345
4715,4695,21008
279,833,16536
171,274,239
30,232,1193
947,221,143993
477,523,41280
166,1,89742
2204,423,44130
2745,1988,4692
359,435,1916
4418,3392,4074
677,338,12578
171,424,8053
3901,4993,47996
115,390,7773
70,92,7147
1065,832,69203
960,2418,12843
371,2481,14073
4439,4080,17433
21,204,8421
418,380,14182
11,319,101
1305,1065,20851
734,528,26653
106,188,351
17,164,52
1532,394,15998
41,397,5661
2,65,1016
47373,47704,271442
3531,3421,133631
35,277,4106
499,337,19642
104,92,302
28,159,1429
1088,1733,3785
519,2060,43241
5710,5176,22732
1033,1043,12069
186,1324,7442
198,352,9893
372,323,14661
54,200,659
64,209,1159
247,1097,1708
89,641,6816
24,96,183
221,599,3787
160,152,7324
894,478,39442
106,114,5535
19,92,386
331,220,785
240,727,6099
1378,4999,43225
1596,3338,166312
1715,1012,55465
829,944,85721
165,139,3228
215,292,2060
13385,13989,91360
1362,1568,303579
727,761,6434
77,99,831
275,475,2376
140,308,2245
948,901,1705
875,1743,56763
11991,12097,28871
187,217,9419
713,778,42130
97,296,11450
210,83,16113
410,828,3077
1102,2551,38458
194,150,14685
42,420,1496
331,331,3360
205,44,7108
9,225,680
516,372,18087
150,351,6758
454,751,10283
11182,7274,577344
350,249,704
36,69,4138
597,250,51753
621,576,6744
792,1173,13559
288,605,236502
411,306,791
658,709,447
1258,1006,4238
249,243,11541
5922,4469,31678
188,75,1555
2777,156,114506
455,1403,3557
66,134,1262
2731,2260,97864
59,106,2626
7327,7816,53368
202,126,2095
23,165,1517
18,263,1714
2903,3497,4534
170,1069,5183
1047,443,68702
61,553,8667
491,850,10202
357,1166,7487
73,56,5201
56,75,2094
443,491,3075
115,276,10817
488,671,19878
1920,2674,25209
387,1237,29525
120,213,1739
20,71,266
347,287,4242
267,497,7034
954,588,9313
202,1500,18451
21,228,329
1509,489,72244
190,280,11028
3231,4700,385355
455,1403,3557
52473,923,84251
942,882,149181
23366,23238,41875
15935,15796,93002
131,674,2329
384,1393,5685
321,590,696
357,532,37205
247,615,4163
920,1125,25133
4868,1432,5029
9804,10751,91814
483,558,37140
165,496,6208
11497,9048,97577
85,197,365
99,132,79
20,468,174
415,777,6340
125683,28,1216425
22,167,878
56,158,483
827,1213,1646
17,68,529
345,1238,3038
197,544,2326
9037,7831,41307
53,69,5849
33,305,241
195,380,6096
2301,2617,121020
356,679,137
28427,29112,157248
7,81,249
2,16,57
1433,227,3508
11489,11773,17212
429,1783,43424
5872,5302,26481
46,80,8402
736,4999,772
4538,4517,49101
53,241,350
136,311,2450
483,414,3568
483,550,13167
52867,50269,266047
465,658,2720
182,244,18058
836,4995,277714
216,441,269
2390,554,10387
234,198,2229
4322,4987,31553
204,21,351
1100,723,36834
208,227,9831
210,584,9863
884,196,23622
701,701,11120
8664,4,2594
661,720,4876
255,266,11822
290,638,1267
1350,1174,19886
1776,2426,24471
513,431,43751
2211,2329,22190
807,1874,6311
139,548,13072
69,685,10418
1159,1711,1953
5198,5181,6579
1656,1741,159503
70,426,2584
11544,10937,31211
4616,4235,129546
23000,24729,141293
139,130,14135
983,418,28321
595,363,30115
1320,45,9086
1518,2731,38903
116,96,5045
1119,1407,64238
580,759,8003
176,248,863
5069,556,7995
1056,790,79341
278,670,35856
40,348,529
560,383,18749
5399,5738,47918
465,931,8496
156,339,11578
3657,5001,89668
882,1204,12757
428,590,75559
435,464,28385
238,13,47293
81,161,4737
1102,836,7260
274,319,18833
1057,606,8028
75,2006,13271
514,542,106700
1104,1843,22295
7225,7022,91360
1857,1462,22653
696,3593,87606
155,643,4196
10707,10005,287057
112,152,1467
5,31,4167
83,2339,220
2247,1033,587424
48,343,946
3497,3601,130494
743,474,38225
3836,4998,166240
145,318,392
95,364,4839
164,862,11888
676,2273,259902
391,678,5207
3793,4792,6122
81,232,1557
759,390,81628
1582,651,48652
620,928,171461
5566,2065,58322
162,1025,5868
37,109,1587
2182,1897,10770
26,24,2666
2932,3172,76362
168,183,234
1237,172,13155
426,938,4274
164,275,1091
141,484,1399
472,218,57445
144,171,14519
24,110,3164
137,236,6248
87,222,657
611,826,148902
18,15,91
32,276,670
880,2186,13655
1288,635,83221
3233,3429,257430
485,733,576
363,3556,11778
157,572,1201
200,64,9609
1037,840,9445
1036,1513,169769
48,89,462
2777,156,114506
277,289,310106
407,417,11959
85,124,2019
122,81,902
1526,712,19180
115,773,2790
133,128,1744
1923,2940,38841
469,1449,21085
406,549,5500
550,153,61163
278,389,400
257,479,61054
7879,8653,270287
243,812,22276
99,308,2424
1643,2609,69285
190,483,2404
1837,266,3399
76,155,2842
5584,5759,66763
2744,486,3375
130,310,5686
3216,3666,140866
7520,914,18810
193,614,14564
4263,3,90312
15,73,1222
2401,5002,108502
2030,1841,5575
318,323,19344
689,1261,55142
1572,3469,111052
888,227,49494
612,3345,75085
2572,250,27252
5174,1079,7396
575,1173,99247
23,219,246
419,396,1190
